voltage_mV,capacitance_pF,rseries_Mohm,rseal_Mohm
-80.0,15.169999999999998,4.6903,16606.0
-75.0,15.169999999999998,4.6903,11191.0
-70.0,15.169999999999998,4.6903,6729.0
-65.0,15.169999999999998,4.6903,11570.0
-60.0,15.169999999999998,4.6903,6164.5
-55.0,15.169999999999998,4.6903,27093.0
-50.0,15.169999999999998,4.6903,15366.0
-45.0,15.169999999999998,4.6903,1029500.0
-40.0,15.169999999999998,4.6903,19425.0
-35.0,15.169999999999998,4.6903,51483.0
-30.0,15.169999999999998,4.6903,15366.0
-25.0,15.169999999999998,4.6903,30284.0
-20.0,15.169999999999998,4.6903,29420.0
-15.0,15.169999999999998,4.6903,26403.0
-10.0,15.169999999999998,4.6903,4021.9
-5.0,15.169999999999998,4.6903,26399.0
0.0,15.169999999999998,4.6903,9900.1
5.0,15.169999999999998,4.6903,13201.0
10.0,15.169999999999998,4.6903,15840.0
15.0,15.169999999999998,4.6903,7199.4
20.0,15.169999999999998,4.6903,21450.0
25.0,15.169999999999998,4.6903,6129.1
30.0,15.169999999999998,4.6903,8438.9
35.0,15.169999999999998,4.6903,11314.0
